Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,sector_name,Current Price,Trendlyne Momentum Score,Trendlyne Valuation Score,is_buyable,Market Capitalization,Prev Week Trendlyne Momentum Score,Is Stock In PE Buy Zone,buy_intensity,Is Stock in PE Sell Zone,Week change %,%Days traded below current PE Price to Earnings,Month Change %,Trendlyne Durability Score,Prev Day Change %,Day change %,Revenue QoQ Growth %,Forecaster Estimates 1Y forward PEG,PEG TTM PE to Growth
Arihant Academy Ltd.,ARIHANTACA,,ARIHANTACA,INE0NCC01015,Education,Diversified Consumer Services,490,66.45,27.67,660.59,296.7,65.25,57.89,196000,57.89,-0.41,57.89,0.74,55,-2.44,-1.01,-12.6,Export NA,
Arihant Capital Markets Ltd.,ARIHANTCAP,511605,ARIHANTCAP,INE420B01036,Capital Markets,Banking and Finance,100.44,58.25,34.33,127400.08,1100.95,52.18,99.89,140261245.9,99.89,3.26,99.89,-6.45,45,-1.57,1.27,12.24,Export NA,-0.54
Arihant Foundations & Housing Ltd.,,531381,ARIHANT,INE413D01011,Realty,Realty,1230.05,61.34,39.33,2410.29,1225.82,61.37,65.41,2954580.1,65.41,11.7,65.41,14.18,75,-3.18,2.39,6.32,Export NA,0.22
Arihant Superstructures Ltd.,ARIHANTSUP,506194,ARIHANTSUP,INE643K01018,Realty,Realty,346.5,40.47,32.5,2488.79,1498.61,44.62,75.95,3729726,75.95,-6.58,75.95,-16.56,35,-0.16,-1,1.39,Export NA,2.27
Arisinfra Solutions Ltd.,ARISINFRA,544419,ARISINFRA,INE0H9P01028,Construction Materials,Cement and Construction,139.76,18.17,31.5,40588.91,1132.73,18.05,,45976427.92,,-7.84,,-15.83,50,-0.16,-1.85,13.72,Export NA,
Arman Financial Services Ltd.,ARMANFIN,531179,ARMANFIN,INE109C01017,Finance (including NBFCs),Banking and Finance,1638.1,56.75,32.5,17801.94,1722.12,65.1,,30657041.5,,-3.67,,-3.44,45,-0.79,1.26,5.43,Export NA,15.74
Arrow Greentech Ltd.,ARROWGREEN,516064,ARROWGREEN,INE570D01018,Plastic Products,General Industrials,557.6,31.95,41.67,5629.68,841.3,33.44,17.89,4736254.4,17.89,-0.58,17.89,-12.2,75,0.92,1.84,46.8,Export NA,-3.06
Artemis Electricals and Projects Ltd.,,542670,AEPL,INE757T01025,Household Appliances,Consumer Durables,22.72,37.9,45.33,370.62,570.36,48.84,11.35,211386.88,11.35,-6.58,11.35,-1.09,75,2.82,-1,-20.04,Export NA,0.19
Artificial Electronics Intelligent Material Ltd.,,526443,AEIM,INE072B01027,IT Consulting & Software,Software & Services,157,37.02,40,23407.91,419.5,38.95,46.53,9819565,46.53,-1.38,46.53,1.75,60,0.03,-3.53,389.6,Export NA,0.01
Artson Ltd.,,522134,ARTSON,INE133D01023,Industrial Machinery,General Industrials,166.9,44.22,22.33,317.17,616.19,44.79,43.31,195439.9,43.31,-0.42,43.31,-0.95,,-1.64,-0.42,7.55,Export NA,0.31
Aryaman Capital Markets Ltd.,,538716,ARYACAPM,INE229R01011,Other Financial Services,Banking and Finance,498.9,56.66,36.5,198.71,597.54,57.3,40.71,118738.2,40.71,-1.12,40.71,-10.96,70,-2.62,3.12,-59.45,Export NA,
Aryaman Financial Services Ltd.,,530245,ARYAMAN,INE032E01017,Finance (including NBFCs),Banking and Finance,691.25,47.86,48.17,542.17,846.57,49.26,27.4,458990,27.4,1.3,27.4,-14.78,85,0.87,1.96,-34.09,Export NA,0.12
Asahi Songwon Colors Ltd.,ASAHISONG,532853,ASAHISONG,INE228I01012,Dyes & Pigments,Chemicals & Petrochemicals,265.35,36.45,64,6848.05,312.78,28.98,53.72,2141905.2,53.72,2.06,53.72,-4.93,90,1.49,2.73,-19.34,Export NA,0.33
Asarfi Hospital Ltd.,,543943,ASARFI,INE0DN001027,Healthcare Facilities,Healthcare,199.6,72.69,39.17,13213.19,392.76,73.49,66.34,5189600,66.34,-0.7,66.34,25.81,70,-0.48,0.6,25.81,Export NA,0.23
Ashika Credit Capital Ltd.,,543766,ASHIKA,INE094B01013,Finance (including NBFCs),Banking and Finance,320.1,30.18,6.67,10493.87,1163.1,31.79,,12205413,,-5.11,,-9.69,40,-0.77,-0.39,-74.09,Export NA,0.65
Ashima Ltd.,ASHIMASYN,514286,ASHIMASYN,INE440A01010,Textiles,Textiles Apparels & Accessories,19.84,37.75,13,1255.03,380.25,29.94,,477231.36,,2.96,,-10.1,,0.56,0.51,44.77,Export NA,
Asian Energy Services Ltd.,ASIANENE,530355,ASIANENE,INE276G01015,Oil Equipment & Services,Oil & Gas,295.35,44.47,29.5,17573.66,1322.41,44,70.89,23239614.75,70.89,-6.99,70.89,-13.5,55,-0.87,-0.42,-11.59,Export NA,-2.22
Asian Granito India Ltd.,ASIANTILES,532888,ASIANTILES,INE022I01019,Ceramics,Consumer Durables,65.03,59.68,62.17,38707.68,1508.12,61.16,84.48,58375870.28,84.48,-2.8,84.48,2.8,65,0.71,-1.97,4.81,Export NA,0
Asian Hotels (East) Ltd.,AHLEAST,533227,AHLEAST,INE926K01017,Hotels,Hotels Restaurants & Tourism,141.75,49.21,34.83,259.08,245.11,44.06,93.5,63504,93.5,0.76,93.5,-3.35,50,-1.12,1.84,4.45,Export NA,-1.88
Asian Hotels (North) Ltd.,ASIANHOTNR,500023,ASIANHOTNR,INE363A01022,Hotels,Hotels Restaurants & Tourism,328.65,39.09,56.17,6459.09,639.33,41.79,24.41,4129487.25,24.41,-1.53,24.41,-1.07,,1.41,0.23,9.4,Export NA,0.01
Asian Star Company Ltd.,,531847,ASTAR,INE194D01017,Gems & Jewellery,Textiles Apparels & Accessories,719,48.92,55.17,1.25,1150.89,48.58,96.78,1438,96.78,-1.7,96.78,0.87,55,-0.63,1.41,5.98,Export NA,-0.65
Associated Alcohols & Breweries Ltd.,ASALCBR,507526,ASALCBR,INE073G01016,Breweries & Distilleries,"Food, Beverages & Tobacco",973.7,32.22,41.33,11253.37,1848,32.25,82.24,20796284.6,82.24,0.84,82.24,-7.32,40,-1.95,0.31,-4.82,Export NA,
Astec Lifesciences Ltd.,ASTEC,533138,ASTEC,INE563J01010,Agrochemicals,Chemicals & Petrochemicals,837.9,56.41,10.33,1006432.18,1866.98,45.38,,1878992426,,14.15,,26.98,30,-4,-2.13,-19.06,Export NA,1.64
Atal Realtech Ltd.,ATALREAL,543911,ATALREAL,INE0ALR01029,Realty,Realty,22.94,52.47,27.67,240705.04,284.22,63.75,95.86,68412677.36,95.86,-4.46,95.86,-5.71,60,0.91,-1.97,86.18,Export NA,-8.98
Atishay Ltd.,,538713,ATISHAY,INE011R01013,IT Consulting & Software,Software & Services,187.75,59.92,33.67,8661.09,206.17,53.02,65.03,1785690.25,65.03,3.7,65.03,40.69,70,3.42,-3.05,47.12,Export NA,33.39
Atlantaa Ltd,ATLANTAA,532759,ATLANTAA,INE285H01022,Construction & Engineering,Cement and Construction,43.12,47.95,27.33,4174.6,351.43,50.09,,1467071.76,,-0.35,,-1.8,,3.84,-3.32,-16.71,Export NA,0.86
Atmastco Ltd.,ATMASTCO,,ATMASTCO,INE05DH01017,Construction & Engineering,Cement and Construction,174.3,33.16,24.33,14554.45,431.13,32.85,5.81,6274800,5.81,-4.7,5.81,-11.14,,-1.25,2.5,,Export NA,
Atul Auto Ltd.,ATULAUTO,531795,ATULAUTO,INE951D01028,2/3 Wheelers,Automobiles & Auto Components,473.05,49.54,41.67,30152.82,1312.78,37.76,41.73,39583877.9,41.73,3.31,41.73,-4.03,85,1.51,1.12,31.02,Export NA,0.84
Aurum Proptech Ltd.,AURUM,539289,AURUM,INE898S01029,IT Consulting & Software,Software & Services,166.94,39.38,16.33,13223.01,1274.09,34.72,,16847250.92,,1.97,,-3.05,50,3.21,-0.15,20.61,Export NA,-1.58
Australian Premium Solar (India) Ltd.,APS,,APS,INE0P0001010,Power - Electric Utilities,Utilities,423.8,34.13,50.83,6222,851.41,37.36,,5297500,,-6.6,,-19.86,60,0.03,-1.27,-2.45,Export NA,0.15
Autoline Industries Ltd.,AUTOIND,532797,AUTOIND,INE718H01014,Auto Parts & Equipment,Automobiles & Auto Components,66.41,38.13,54.83,15376.58,286.73,30.97,55.4,4408893.49,55.4,1.51,55.4,-12.13,50,1.68,-2.01,14.03,Export NA,-0.53
Automobile Corporation Of Goa Ltd.,,505036,ACGL,INE451C01013,Auto Parts & Equipment,Automobiles & Auto Components,1798.4,52.37,43.5,642.18,1094.97,54.18,32.08,703174.4,32.08,-1.54,32.08,-11,65,2.02,-0.35,-19.51,Export NA,0.65
Automotive Stampings and Assemblies Ltd.,ASAL,520119,ASAL,INE900C01027,Auto Parts & Equipment,Automobiles & Auto Components,503.9,40.93,32.33,8167.97,799.41,44.23,52.35,6529536.2,52.35,-1.6,52.35,-4.06,55,-0.5,-1.46,22.37,Export NA,-2.06
Autoriders International Ltd.,,512277,AUTOINT,INE340U01010,Warehousing & Logistics,Transportation,849.45,41.6,34.33,295.91,295.68,43.84,100,87493.35,100,0,100,0.18,75,-0.03,0.03,5.9,Export NA,2.76
Avadh Sugar & Energy Ltd.,AVADHSUGAR,540649,AVADHSUGAR,INE349W01017,Sugar,"Food, Beverages & Tobacco",379.35,38.68,60,7398.69,759.4,31.63,78.13,5618552.85,78.13,-1.07,78.13,-7.57,55,-0.83,-0.38,-6.76,Export NA,-0.45
Aveer Foods Ltd.,,543737,AVEER,INE09BN01011,Other Food & Beverages,"Food, Beverages & Tobacco",689.95,39.16,36.33,330.16,277.93,41.89,12.48,91763.35,12.48,1.61,12.48,-4.96,90,1.55,2.07,11.95,Export NA,1.79
Avishkar Infra Realty Ltd.,,508929,AIRLTD,INE433O01024,Realty,Realty,699.85,77.5,25,744.98,1567.89,77.9,73.91,1168049.65,73.91,-1,73.91,29.27,,0.99,-1,,Export NA,0.47
Avonmore Capital & Management Services Ltd.,,511589,AVONMORE,INE323B01024,Finance (including NBFCs),Banking and Finance,17.9,46.12,31.5,552.58,505.11,44.77,97.56,279114.7,97.56,-4.74,97.56,1.88,65,-0.49,-1.27,1.65,Export NA,-0.71
Axis Solutions Ltd.,,511144,AXISOL,INE520G01024,IT Consulting & Software,Software & Services,58.53,81.91,38,41.9,276.61,81.88,36.01,11588.94,36.01,4.99,36.01,21.48,55,4.99,4.99,80.05,Export NA,
Axita Cotton Ltd.,AXITA,542285,AXITA,INE02EZ01022,Textiles,Textiles Apparels & Accessories,9.71,51.46,31.67,79562.5,337.69,33.29,,26867230.15,,21.38,,15.46,50,3.45,1.15,-59.62,Export NA,2.12
Axtel Industries Ltd.,,523850,AXTEL,INE767C01012,Industrial Machinery,General Industrials,497.7,64,33.67,6700.79,804.02,44.07,89.38,5387602.5,89.38,7.02,89.38,6.26,60,0.71,-1.13,147.35,Export NA,-2.05
Azad India Mobility Ltd.,,504731,AZADIND,INE566M01017,Iron & Steel/Interm.Products,Metals & Mining,143.3,48.75,21.17,1894.45,780.17,59.56,,1477996.2,,-9.7,,-11.24,50,-0.56,-4.78,157.41,Export NA,30.7
B L Kashyap & Sons Ltd.,BLKASHYAP,532719,BLKASHYAP,INE350H01032,Construction & Engineering,Cement and Construction,51.3,29.91,47.67,24831.13,1156.51,31.99,99.75,28717380.9,99.75,2.42,99.75,-15.14,55,5.36,1.91,5.56,Export NA,-135.91
B&B Triplewall Containers Ltd.,BBTCL,543668,BBTCL,INE01EE01011,Containers & Packaging,Commercial Services & Supplies,202.08,59.69,28.5,1747.83,414.49,66.74,,724456.8,,-3.48,,0.69,55,-1.5,-0.99,-3.89,Export NA,1.86
B-Right Realestate Ltd.,,543543,BRRL,INE0IZQ01016,Realty,Realty,415,61.99,22.67,2323.06,428.74,59.67,98.48,996000,98.48,2.98,98.48,17.23,,4.7,3.49,,Export NA,
B.R.Goyal Infrastructure Ltd.,,544335,BRGIL,INE00ST01011,Construction & Engineering,Cement and Construction,129.1,48.55,27.17,2098.66,307.58,53.43,29.57,645500,29.57,-4.9,29.57,-1.07,,-1.26,-2.93,,Export NA,
BAG Convergence Ltd.,BAGDIGITAL,,BAGDIGITAL,INE17CQ01015,Broadcasting & Cable TV,Media,125.2,18.32,24.67,16589.06,265.66,9.7,,4407040,,-2.19,,2.2,,0.24,-0.99,,Export NA,
BCC Fuba India Ltd.,,517246,BCCFUBA,INE788D01016,Computer Hardware,Hardware Technology & Equipment,175.05,63.07,29.17,2298.5,268,69.29,85.17,616000.95,85.17,-8.13,85.17,0.81,50,2.16,-1.52,9.77,Export NA,1.41
BCL Industries Ltd.,BCLIND,524332,BCLIND,INE412G01024,Edible Oils,FMCG,32.56,34.55,54.83,42102.08,961.05,37.36,36.49,40462279.44,36.49,-9.68,36.49,-17.38,55,0.09,-5.05,-12.69,Export NA,43.5
BDH Industries Ltd.,,524828,BDH,INE278D01018,Pharmaceuticals,Pharmaceuticals & Biotechnology,374.85,55.22,41.83,1933.2,215.81,53.13,96.52,417208.05,96.52,-7.02,96.52,-11.99,85,-0.39,-3.26,1.8,Export NA,77.13
BEML Land Assets Ltd.,BLAL,543898,BLAL,INE0N7W01012,Realty,Realty,205.54,48.93,0.33,8160.26,855.96,50.8,,6984865.82,,-1.74,,-1.76,,0.98,0.71,,Export NA,365.62
BF Investment Ltd.,BFINVEST,533303,BFINVEST,INE878K01010,Holding Companies,Diversified,444.3,34.22,31.33,2729.14,1673.57,34.11,96.01,4567404,96.01,-2.99,96.01,-9,50,-0.36,0.9,105.35,Export NA,-0.24
BMW Industries Ltd.,,542669,BMW,INE374E01021,Iron & Steel Products,Metals & Mining,39.85,30.91,51,4676.02,896.97,32.45,25.56,4194252.35,25.56,-0.08,25.56,-7.97,70,-0.21,2.44,-2.55,Export NA,-1.76
BMW Ventures Ltd.,BMWVENTLTD,544543,BMWVENTLTD,INE965W01036,Iron & Steel Products,Metals & Mining,64.77,20.75,19.83,38689.85,561.65,27.34,,21730270.23,,-9.16,,5.51,,0.51,-0.4,3.56,Export NA,
BPL Ltd.,BPL,500074,BPL,INE110A01019,Consumer Electronics,Consumer Durables,62.01,29.84,17.83,7254.4,303.7,31.87,,2203153.29,,-5.72,,-18.64,30,1.03,0.52,1.86,Export NA,0.12
Bafna Pharmaceuticals Ltd.,BAFNAPH,532989,BAFNAPH,INE878I01022,Pharmaceuticals,Pharmaceuticals & Biotechnology,151.26,67.71,53.83,520.37,357.83,69.39,50.63,186201.06,50.63,-9.47,50.63,13.99,70,-2,-2,2.44,Export NA,0.02
Baheti Recycling Industries Ltd.,BAHETI,,BAHETI,INE029Q01017,Aluminium and Aluminium Products,Metals & Mining,554.35,42.86,22,42677.34,574.78,42.78,53.72,24529987.5,53.72,0.85,53.72,-4.43,,0.32,0.41,,Export NA,
Bajaj Healthcare Ltd.,BAJAJHCARE,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals,Pharmaceuticals & Biotechnology,432.45,26.72,47.33,303213.09,1365.82,30.7,78.8,414134445.2,78.8,0.41,78.8,-4.91,80,-0.05,1.36,-0.62,Export NA,0.08
Bajaj Steel Industries Ltd.,,507944,BAJAJST,INE704G01024,Industrial Machinery,General Industrials,534.95,30.43,42.67,2846.63,1112.7,37.89,93.05,3167438.95,93.05,-2.21,93.05,-4.91,60,-2.1,0.18,62.39,Export NA,-0.63
Balaji Phosphates Ltd.,BALAJIPHOS,,BALAJIPHOS,INE0PQ601019,Fertilizers,Fertilizers,118.3,21.82,20.33,5467.45,281.28,31.25,,1537900,,-6.85,,-9,,1.61,1.55,,Export NA,
Balaji Telefilms Ltd.,BALAJITELE,532382,BALAJITELE,INE794B01026,Broadcasting & Cable TV,Media,115.52,51.71,52.5,8163.58,1382.89,68.95,18.22,11289307.52,18.22,-4.71,18.22,0.38,60,-4.35,1.43,-32.99,Export NA,0.01
Balaxi Pharmaceuticals Ltd.,BALAXI,,BALAXI,INE618N01022,Pharmaceuticals,Pharmaceuticals & Biotechnology,36.75,34.51,42,15669.61,202.89,25.95,65.51,3179169,65.51,2.14,65.51,-12.65,50,-0.76,-2.55,-20.59,Export NA,-0.24
Balgopal Commercial Ltd.,,539834,BALGOPAL,INE119R01014,Commodity Trading  & Distribution,Commercial Services & Supplies,191.35,48.69,3,204.1,363.76,49.34,,74243.8,,3.32,,-11.08,,5,4.73,,Export NA,
Balmer Lawrie Investments Ltd.,,532485,BLIL,INE525F01025,Finance (including NBFCs),Banking and Finance,73.75,35.4,54.83,2441.7,1637.05,41.16,60,3997176.25,60,-2.06,60,-7.33,60,-0.26,0.39,-6.6,Export NA,-0.67
Bambino Agro Industries Ltd.,,519295,BAMBINO,INE921D01013,Packaged Foods,FMCG,256,40.09,42,39.96,205.03,45.54,31.57,8192,31.57,-3.12,31.57,7.88,55,-2.4,-0.02,28.55,Export NA,3.26
Banganga Paper Industries Ltd.,,512025,BANGANGA,INE767M01029,Commodity Trading  & Distribution,Commercial Services & Supplies,52.6,43.7,33.17,7569.62,630.08,33.05,42.52,4769505,42.52,15.1,42.52,29.27,55,1.58,3.73,13.98,Export NA,0.09
Bannari Amman Spinning Mills Ltd.,BASML,532674,BASML,INE186H01022,Textiles,Textiles Apparels & Accessories,30.19,50.26,67.67,55272.05,241.28,48.75,53.94,13336190.98,53.94,1.79,53.94,12.61,75,5.12,-1.98,5.03,Export NA,0.09
Banswara Syntex Ltd.,BANSWRAS,503722,BANSWRAS,INE629D01020,Textiles,Textiles Apparels & Accessories,122.59,37.99,57.33,3002.15,419.65,47.25,79.48,1259857.43,79.48,-0.71,79.48,4.14,50,2.41,0.36,12.66,Export NA,-3.55
Baroda Rayon Corporation Ltd.,,500270,BARODARY,INE461A01024,Textiles,Textiles Apparels & Accessories,121.45,30.09,63,167.17,278.26,31.49,49.08,46515.35,49.08,-1.66,49.08,-7.92,70,1.03,-0.61,-41.59,Export NA,0.13
Bartronics India Ltd.,ASMS,532694,ASMS,INE855F01042,Misc. Commercial Services,Commercial Services & Supplies,11.98,30.88,21,2182.44,364.88,32.23,48.06,796334.56,48.06,-6.19,48.06,-13.69,40,-0.08,-0.66,40.34,Export NA,-5.43
Basilic Fly Studio Ltd.,BASILIC,,BASILIC,INE0OCC01013,Movies & Entertainment,Media,328.9,33.05,4.83,4518.07,764.36,38.78,,3453450,,-3.26,,-14.5,,1.37,1.09,-0.44,Export NA,
Batliboi Ltd.,,522004,BATLIBOI,INE177C01022,Industrial Machinery,General Industrials,125.6,53.22,33.17,8859.42,590.22,52.85,91.79,5228979.2,91.79,-0.75,91.79,24.06,70,-1.71,6.49,73.9,Export NA,-3.08
Bedmutha Industries Ltd.,BEDMUTHA,533270,BEDMUTHA,INE844K01012,Iron & Steel Products,Metals & Mining,112.43,28.2,39,14493.29,362.74,30.06,,5257339.23,,5.91,,-15.23,65,3.88,6.52,17.09,Export NA,70.87
Beekay Steel Industries Ltd.,,539018,BEEKAY,INE213D01015,Iron & Steel/Interm.Products,Metals & Mining,436.55,32.43,56.83,566.8,832.59,32.37,91.95,471910.55,91.95,-2.05,91.95,-5.37,50,0.24,3.52,-6.07,Export NA,-0.26
Beezaasan Explotech Ltd.,,544369,BEEZAASAN,INE13VU01016,Other Industrial Products,General Industrials,232.55,30.13,27.83,6191.42,300.48,32.57,43.9,1860400,43.9,0.06,43.9,-5.2,,-3.58,-0.24,,Export NA,
Bella Casa Fashion & Retail Ltd.,,539399,BELLACASA,INE344T01014,Textiles,Textiles Apparels & Accessories,406.9,37.53,44.83,1272.83,544.74,39.18,59.23,693357.6,59.23,-0.84,59.23,-9.92,75,-2.72,0.72,40.18,Export NA,0.72
Bemco Hydraulics Ltd.,,522650,BEMHY,INE142E01022,Other Industrial Goods,General Industrials,97.75,36.65,42.33,6774.82,427.5,41.66,63.71,2896234.75,63.71,-9.28,63.71,-16.88,80,-3.36,-2.83,90.78,Export NA,0.33
Benares Hotels Ltd.,,509438,BENARAS,INE664D01019,Hotels,Hotels Restaurants & Tourism,9351.6,39.63,36.33,1500,1215.71,31.13,69.55,1823562,69.55,0.44,69.55,-1.23,65,0,0.5,-4.47,Export NA,1.52
Best Agrolife Ltd.,,539660,BESTAGRO,INE052T01013,Agrochemicals,Chemicals & Petrochemicals,401.3,55.73,52.5,24374.17,948.86,42.62,100,23127721.6,100,33.72,100,19.7,55,7.71,3.12,35.57,Export NA,-1.14
Beta Drugs Ltd.,BETA,531481,BETA,INE351Y01019,Pharmaceuticals,Pharmaceuticals & Biotechnology,1670.3,36.78,20,6929.45,1686.1,30.68,,11683748.5,,2.28,,-9,,0.01,0.64,,Export NA,
Bhageria Industries Ltd.,BHAGERIA,530803,BHAGERIA,INE354C01027,Dyes & Pigments,Chemicals & Petrochemicals,181.45,46.95,59.33,14373.96,791.92,50.32,42.76,11383084.3,42.76,-4.07,42.76,-22.01,75,-1.32,-0.68,29.78,Export NA,0.18
Bhagyanagar India Ltd.,BHAGYANGR,512296,BHAGYANGR,INE458B01036,Copper,Metals & Mining,136.18,65.18,54.17,19675.57,435.71,68.1,34.49,8572803.36,34.49,-9.24,34.49,13.17,65,3.04,-4.31,19.52,Export NA,0.1
Bharat Global Developers Ltd.,,521238,BGDL,INE893C01032,Computer Hardware,Hardware Technology & Equipment,157.15,22.79,24.83,772.27,1591.29,33.38,79.19,1228913,79.19,-9.81,79.19,-18.99,,4.98,4.98,-69.09,Export NA,-4.66
Bharat Parenterals Ltd.,,541096,BPLPHARMA,INE365Y01019,Pharmaceuticals,Pharmaceuticals & Biotechnology,1150.95,45.98,16.67,3300.93,793.23,37.18,,2618411.25,,3.13,,-9.3,40,-0.09,4.07,-44.29,Export NA,-1.92
Bharat Road Network Ltd.,BRNL,540700,BRNL,INE727S01012,Roads & Highways,Cement and Construction,24.43,48.26,71.17,7227.75,205.09,46.88,21.43,1482339.11,21.43,-0.81,21.43,3.34,50,-1.38,0.33,-63.02,Export NA,0
Bharat Seats Ltd.,,523229,BHARATSE,INE415D01024,Auto Parts & Equipment,Automobiles & Auto Components,181.3,55.82,53.17,1205.1,1138.56,57.67,92.18,1372078.4,92.18,0.03,92.18,-19.35,65,5.28,-1.12,7.39,Export NA,0.76
Bharat Wire Ropes Ltd.,BHARATWIRE,539799,BHARATWIRE,INE316L01019,Iron & Steel Products,Metals & Mining,178.75,35.56,45.33,7761.95,1225.95,44.09,12.06,9515756.25,12.06,-3.5,12.06,-13.54,45,-1.07,-0.93,16.19,Export NA,-1.21
BharatRohan Airborne Innovations Ltd.,,544535,BHARATROHAN,INE0QMV01017,Special Consumer Services,Diversified Consumer Services,115.5,27.99,22.5,21683.48,230.11,19.94,,4989600,,23.5,,19.94,,-4.64,0.32,,Export NA,
Bhartiya International Ltd.,BIL,526666,BIL,INE828A01016,Other Apparels & Accessories,Textiles Apparels & Accessories,879.85,54.64,57.17,133582.89,1179.91,64.35,76.27,157616329,76.27,7.26,76.27,12.81,85,-0.33,9.44,42.66,Export NA,0.01
Bhatia Colour Chem Ltd.,,543497,BCCL,INE0KQ001017,Specialty Chemicals,Chemicals & Petrochemicals,364,50.12,19.33,9052.78,514.67,52.03,100,4659200,100,-3,100,-15.15,,4.11,3.29,,Export NA,
Bhatia Communications & Retail (India) Ltd.,,540956,BHATIA,INE341Z01025,Specialty Retail,Retailing,28.58,57.7,41,36264.37,371.97,46.98,58.64,13489417.04,58.64,13.46,58.64,0.42,60,0.56,13.05,20.43,Export NA,3.27
Bhavik Enterprises Ltd.,,544551,BHAVIK,INE18PB01017,Commodity Trading  & Distribution,Commercial Services & Supplies,140,14.07,21.67,491.21,285.01,14.81,,140000,,0.72,,-2.54,,1.25,-1.23,,Export NA,
Bhilwara Technical Textiles Ltd.,,533108,BTTL,INE274K01012,Textiles,Textiles Apparels & Accessories,40.07,39.17,13.5,35582.36,233.9,41.24,,8322779.42,,2.51,,-1.5,,1.06,-0.22,-1.79,Export NA,0.37
Bigbloc Construction Ltd.,BIGBLOC,540061,BIGBLOC,INE412U01025,Cement & Cement Products,Cement and Construction,63.94,51.63,12,24872.19,905.24,37.76,,22515192.2,,25.05,,24.59,65,2.31,-5.47,19.45,Export NA,7.01
Bilcare Ltd.,,526853,BI,INE986A01012,Healthcare Supplies,Healthcare,85.5,49.68,47.33,3855.99,201.31,48.67,,776254.5,,4.72,,-23.97,35,-3.71,4.59,-4.38,Export NA,-0.23
Bimetal Bearings Ltd.,,505681,BIMETAL,INE469A01019,Auto Parts & Equipment,Automobiles & Auto Components,624.35,54.15,53,1416.99,238.81,45.6,43.32,338397.7,43.32,1.52,43.32,-4.5,85,-2.9,2.34,-6.3,Export NA,1.06
Birla Cable Ltd.,BIRLACABLE,500060,BIRLACABLE,INE800A01015,Telecom Cables,Telecommunications Equipment,147.71,31.6,52.17,6296.67,443.13,32.38,79.1,2790241.9,79.1,-0.81,79.1,-4.97,55,0.1,0.09,-0.21,Export NA,-2.77
Birla Precision Technologies Ltd.,,522105,BIRLAPREC,INE372E01025,Industrial Machinery,General Industrials,47.77,65.07,49.17,12380.2,315.22,64.85,40.07,3902522.38,40.07,1.06,40.07,6.32,70,-5.06,-2.45,6.94,Export NA,0.32
BirlaNu Ltd.,BIRLANU,509675,BIRLANU,INE557A01011,Cement & Cement Products,Cement and Construction,1694.2,31.54,37.83,7822.67,1277.58,33.68,,9994085.8,,-2.89,,-11.93,40,-0.61,0.79,-23.01,Export NA,0.02
Bizotic Commercial Ltd.,,543926,BIZOTIC,INE0OJ401014,Other Apparels & Accessories,Textiles Apparels & Accessories,953.95,76.98,19.5,1990.05,766.98,76.56,100,1526320,100,12.45,100,50.61,,2,2,,Export NA,
Black Rose Industries Ltd.,,514183,BLACKROSE,INE761G01016,Commodity Trading  & Distribution,Commercial Services & Supplies,102.25,46.97,33.33,1239.61,521.48,50.5,22.3,646424.5,22.3,-3.26,22.3,-19.27,65,-1.45,0.64,40.31,Export NA,-12.4
Bliss GVS Pharma Ltd.,BLISSGVS,506197,BLISSGVS,INE416D01022,Pharmaceuticals,Pharmaceuticals & Biotechnology,165.98,64.23,55.17,75234.06,1754.78,64.27,35.96,132019496.1,35.96,2.52,35.96,9.72,65,-0.78,0.4,17.8,Export NA,0.22
Blue Cloud Softech Solutions Ltd.,,539607,BLUECLOUDS,INE373T01047,IT Software Products,Software & Services,20.61,38.64,44.83,72048.63,899.18,41.4,16.84,64784422.89,16.84,-14.09,16.84,-12.63,65,0.52,-3.6,22.75,Export NA,0.33
Bluspring Enterprises Ltd.,BLUSPRING,544414,BLUSPRING,INE0U4101014,Misc. Commercial Services,Commercial Services & Supplies,72.24,16.38,26.33,7158.27,1076.01,18.27,,7702373.28,,-3.09,,-8.97,35,0.04,0.43,7.56,Export NA,0
Bodal Chemicals Ltd.,BODALCHEM,524370,BODALCHEM,INE338D01028,Dyes & Pigments,Chemicals & Petrochemicals,54.13,29.4,72.17,4837.46,681.74,30.26,54.84,3297870.25,54.84,-2.82,54.84,-11.23,70,-0.37,-0.2,5.78,Export NA,0.01
Bombay Oxygen Investments Ltd.,,509470,BOMOXY-B1,INE01TL01014,Finance (including NBFCs),Banking and Finance,23712.55,48.06,14.33,466.67,355.69,49.82,,165987.85,,-0.28,,-4.21,,-1.15,0,-119.74,Export NA,0.36
Bombay Super Hybrid Seeds Ltd.,BSHSL,,BSHSL,INE032Z01020,Other Agricultural Products,"Food, Beverages & Tobacco",105.08,30.65,30.83,1907.23,1102.68,31.9,33.99,2103071.12,33.99,-7.38,33.99,-16.3,50,-3.33,-1.41,-82.44,Export NA,2.04
Borana Weaves Ltd.,BORANA,544404,BORANA,INE16SF01016,Textiles,Textiles Apparels & Accessories,282.38,37.6,39.67,30754.39,752.41,34.54,89.84,23139911.48,89.84,-8.48,89.84,23.21,70,-2.8,-0.39,17.91,Export NA,
